is_coea_point	is_ea_point	fevals	f1	f2	pred	prey	rel_pred_distances	rel_prey_distances	experiment
false	false	20160000	0.579850	0.691932	[| 0.0516695069781 ; 0.944073209106 ; 0.500411030112 ; -0.597116829546 ; 0.418437665322 ; 0.711230319191 ; -0.658676239724 ; 0.562059559784 ; -0.571859366287 ; -0.0278170742928 ; 0.51291674353 ; -0.5949285705 ; -0.277463719956 ; 0.631765696862 ; 0.262252598229 ; 0.526090491199 ; 0.669586648066 ; 0.0166896682977 ; 0.00121103968398 ; 0.293421608136 ; 0.95728923067 ; 0.103566878417 |]	[| 213 ; 16.9475837041 ; 8.67547477366 ; 19.0980219309 ; 13.4020197212 ; 8.12679513421 ; 16.331655629 ; 8.6051988881 ; 1.95751054032 ; 4.75598187054 ; 2.08040689681 ; 4.95297592771 ; 4.64612887063 ; 3.02963532844 ; 4.7515500223 |]	4.06246052453,3.65335812096,3.41727123525,0.,0.505229409879,4.26055598221,4.01935530574,5.41411671879	1.5051340487,2.09089868205,1.27701505102,0.,0.,2.25852646313,1.15458160199,4.82139566965	job_3500625.out
false	false	20160000	0.580167	0.690195	[| 0.0516695069781 ; 0.944073209106 ; 0.500411030112 ; -0.597116829546 ; 0.457212390158 ; 0.711230319191 ; -0.745884491974 ; 0.58975663001 ; -0.571859366287 ; -0.0278170742928 ; 0.51291674353 ; -0.5949285705 ; 0.177603708461 ; 0.838593793708 ; 0.262252598229 ; 0.526090491199 ; 0.669586648066 ; 0.0166896682977 ; 0.00121103968398 ; 0.293421608136 ; 0.95728923067 ; 0.201008502009 |]	[| 213 ; 16.9475837041 ; 8.67547477366 ; 19.0980219309 ; 13.4020197212 ; 8.12679513421 ; 16.331655629 ; 8.6051988881 ; 1.95751054032 ; 4.75598187054 ; 2.08040689681 ; 4.95297592771 ; 4.64612887063 ; 3.02963532844 ; 4.7515500223 |]	3.83053100656,3.37253601313,3.57393735063,0.505229409879,0.,4.00092939401,3.72095399271,5.72446288149	1.5051340487,2.09089868205,1.27701505102,0.,0.,2.25852646313,1.15458160199,4.82139566965	job_3500625.out
false	false	20160000	0.581787	0.688281	[| 0.0705764505931 ; 0.940607442217 ; 0.14713003358 ; -0.655024395646 ; 0.130558514311 ; 0.628769041842 ; -0.825534406343 ; 0.838967908818 ; -0.0545871254159 ; -0.253751886814 ; -0.598258538527 ; -0.0642591652433 ; 0.737713393452 ; -0.655226288661 ; 0.300954733313 ; 0.386867434937 ; 0.843020844366 ; 0.0383149808902 ; 0.00158647800068 ; 0.948844915341 ; 0.970487844573 ; 0.343509917319 |]	[| 213 ; 20.7367091739 ; 7.20451471529 ; 20.8373398106 ; 13.0217242739 ; 7.92634578689 ; 20.2178358651 ; 7.24641629246 ; 1.69380991768 ; 3.34934262787 ; 1.89285562598 ; 4.82958740296 ; 2.74135379214 ; 1.67083487068 ; 4.87648323932 |]	0.817767189539,1.74738482125,2.05924242816,4.26055598221,4.00092939401,0.,1.99097752425,5.80200982118	2.39017240437,0.860643149013,1.98569953654,2.25852646313,2.25852646313,0.,2.04041580857,7.03420933034	job_3500625.out
false	false	20160000	0.582160	0.680414	[| 0.0865082216642 ; 0.88400040679 ; 0.818921632164 ; -0.450506015231 ; 0.636224654102 ; 0.49699217903 ; -0.825534406343 ; 0.838967908818 ; -0.59306835163 ; -0.318669092346 ; -0.0252034124382 ; -0.0802924215611 ; 0.64050144068 ; -0.655226288661 ; 0.231696114734 ; 0.386867434937 ; 0.843020844366 ; 0.211573151457 ; 0.00100751674947 ; 0.836352147134 ; 0.809363519689 ; 0.343509917319 |]	[| 213 ; 16.5711350093 ; 8.77821345093 ; 17.7722765554 ; 11.6354866154 ; 7.49722573573 ; 19.9811413568 ; 9.17230259114 ; 2.26685242388 ; 4.3414794202 ; 1.76758082526 ; 4.79682145874 ; 3.83482389558 ; 3.08954068632 ; 4.6022944453 |]	1.9005928141,1.70324221965,2.15644298618,4.01935530574,3.72095399271,1.99097752425,0.,5.80758544257	1.22364515075,1.71084493056,1.15179529889,1.15458160199,1.15458160199,2.04041580857,0.,5.33215070991	job_3500625.out
false	false	20160000	0.622620	0.671814	[| 0.389538848647 ; 0.951370604119 ; -0.593489168233 ; -0.479588594549 ; -0.0173634348869 ; 0.605442304772 ; -0.321712983122 ; -0.672123118774 ; -0.843398244302 ; -0.144703978303 ; -0.528634838259 ; -0.232231824711 ; -0.735766709797 ; -0.301382110045 ; 0.00967486994285 ; 0.72907090344 ; 0.736490561176 ; 0.547768401039 ; 8.0962935733e-05 ; 0.243731118911 ; 0.728140738385 ; 0.58486282115 |]	[| 123 ; 14.0012754736 ; 14.8132823352 ; 14.6611788046 ; 14.120060431 ; 13.6270652822 ; 14.6519726254 ; 14.5250283551 ; 4.72522434082 ; 4.81523169671 ; 4.73833838612 ; 4.86155032282 ; 4.70879033761 ; 4.67501406993 ; 4.56140891493 |]	5.81898851117,6.05250944041,5.878591379,5.41411671879,5.72446288149,5.80200982118,5.80758544257,0.	4.85088943757,6.77426511478,5.32399666069,4.82139566965,4.82139566965,7.03420933034,5.33215070991,0.	job_3500625.out
true	false	20160000	0.557026	0.636410	[| 0.250749680361 ; 0.00192328389554 ; 0.897287948288 ; 0.679865528623 ; 0.922660429135 ; 0.578325278235 ; -0.0367143969885 ; 0.887663668193 ; 0.310853287051 ; 0.00803611665403 ; 0.586311561396 ; 0.134724304977 ; 0.721726524935 ; 0.813123330293 ; 0.0352353713084 ; 0.000758046699553 ; 0.142793807953 ; 0.0411137364284 ; 0.515922016774 ; 0.116160351329 ; 0.358509770013 ; 0.0492602722634 |]	[| 256 ; 14.2329886866 ; 15.0559581298 ; 14.6611788046 ; 14.826300233 ; 14.5091955943 ; 14.6006404618 ; 14.5250283551 ; 4.78273066662 ; 4.83116891846 ; 4.67540623671 ; 4.87277202451 ; 4.7437171175 ; 4.67501406993 ; 4.83515547528 |]	8.40986114476,7.5265069734,8.54822422816,6.87021220307,6.67254475604,8.35707363253,7.49016273236,9.90263177017	5.05139568039,6.9720172384,5.52450290351,4.92122050795,4.92122050795,7.09784229298,5.51221418754,1.2650742051	job_3500625.out
false	true	20160000	0.591198	0.721919	[| 0.0772184062904 ; 0.532685991792 ; 0.39182935699 ; -0.925058083432 ; 0.029335725859 ; 0.64395444939 ; -0.625763713463 ; 0.443212569501 ; -0.000827480219073 ; -0.000214852383907 ; 0.000200652828838 ; -0.209149695591 ; -0.717321103612 ; -0.488417120504 ; 0.421062955778 ; 0.149090044316 ; 0.759769255363 ; 0.14294327182 ; 4.05302696186e-05 ; 3.43705729734e-06 ; 0.81481859794 ; 0.497652254965 |]	[| 213 ; 20.6065964386 ; 8.89799511923 ; 20.5225665818 ; 13.6294469025 ; 7.34912658618 ; 20.4181309225 ; 10.6800147146 ; 1.69380991768 ; 3.34934262787 ; 1.89168245042 ; 4.95524428805 ; 3.87511584345 ; 1.42214776562 ; 4.41018853267 |]	3.99576445608,3.70566558262,3.98043593819,4.07124258536,4.38158874806,4.17010656241,4.35684791178,4.90805629578	2.05630625843,1.39611261121,1.54660184912,2.03618901509,2.03618901509,0.99083645783,1.72203750854,6.40183365202	job_3500625.out
false	false	25200000	0.561293	0.699138	[| 0.0516695069781 ; 0.965581785167 ; 0.431751125761 ; -0.597116829546 ; 0.457212390158 ; 0.711230319191 ; -0.745884491974 ; 0.719130309577 ; -0.802184963636 ; -0.0278170742928 ; 0.483963470711 ; -0.780820767384 ; 0.126300597736 ; 0.463687163089 ; 0.309214971541 ; 0.549935573649 ; 0.792325394045 ; 0.0719897242514 ; 0.00121103968398 ; 0.293421608136 ; 0.957847118798 ; 0.201008502009 |]	[| 213 ; 18.5606583649 ; 7.38033760734 ; 18.5064565549 ; 12.650620987 ; 7.49722573573 ; 20.0352355321 ; 8.69852853283 ; 3.1415094029 ; 3.52368897439 ; 2.35417906437 ; 4.79626608418 ; 3.99074428981 ; 4.03754567053 ; 4.25244324477 |]	0.,4.17945530182,3.51556370365,3.99903747736,4.70446679889,4.14581609972,4.90783675103,4.68963986495,3.82937836777,4.08409418467,5.89195054087,6.306510397	0.,1.60175275749,1.50748110099,0.551547223575,1.91761682597,0.639881139979,1.57389345944,1.4928264591,5.28081378609,2.94369210378,5.21354312919,5.21354312919	job_3500625.out
false	false	25200000	0.568494	0.699061	[| 0.0508869539849 ; 0.95471347136 ; 0.309518070409 ; -0.643173194353 ; 0.636224654102 ; 0.684984649679 ; -0.445884702247 ; 0.859047940672 ; -0.71522855009 ; -0.530811839749 ; -0.808473747562 ; -0.420198347401 ; -0.691286905415 ; -0.661016464904 ; 0.300954733313 ; 0.337692768202 ; 0.627633924713 ; 0.100749029787 ; 0.00214346564693 ; 0.930044105406 ; 0.483436202286 ; 0.343509917319 |]	[| 213 ; 17.1465837811 ; 8.21681551264 ; 17.5071788391 ; 13.099057347 ; 7.87858149085 ; 18.1776848323 ; 8.5472058043 ; 4.69075046838 ; 4.29442838837 ; 4.56330661734 ; 4.85546242049 ; 3.96078265517 ; 3.9954923174 ; 4.24532178514 |]	4.17945530182,0.,1.27074615375,4.05123243188,3.45432727233,3.34919454686,3.75035534104,3.53215845496,2.51497644227,1.96227361782,5.16412673789,5.64206187492	1.60175275749,0.,2.22796523795,1.71091456342,0.372824558449,1.62258064702,2.68262843048,2.60156143014,3.86440873574,2.55141287128,3.67297612806,3.67297612806	job_3500625.out
false	false	25200000	0.580381	0.698551	[| 0.0508869539849 ; 0.95471347136 ; 0.309518070409 ; -0.643173194353 ; 0.636224654102 ; 0.49699217903 ; -0.445884702247 ; 0.838967908818 ; -0.71522855009 ; -0.253751886814 ; -0.808473747562 ; -0.0104001601691 ; -0.192690583038 ; -0.661016464904 ; 0.300954733313 ; 0.337692768202 ; 0.627633924713 ; 0.100749029787 ; 0.000883162350276 ; 0.835936725505 ; 0.962051190312 ; 0.343509917319 |]	[| 213 ; 18.6230481104 ; 8.30188566255 ; 19.2102353377 ; 12.650620987 ; 7.49722573573 ; 20.573682002 ; 8.52104935265 ; 1.69380991768 ; 4.3414794202 ; 2.99173315116 ; 4.79626608418 ; 2.67013406593 ; 3.27781465433 ; 4.61222746694 |]	3.51556370365,1.27074615375,0.,4.19397292481,3.66879579645,3.10046192629,3.79343658057,3.58329834755,3.15926551078,2.60656268632,5.12644893632,5.75181295441	1.50748110099,2.22796523795,0.,1.15648988233,2.57432063709,1.14796720613,0.885746319379,0.966813319719,5.77449006353,2.194371222,5.70721940663,5.70721940663	job_3500625.out
false	false	25200000	0.587029	0.697551	[| 0.0256996872711 ; 0.809496513293 ; 0.507698980902 ; -0.577286999903 ; 0.343674202715 ; 0.574569854702 ; -0.756796732734 ; 0.576055860196 ; -0.416249604494 ; -0.890180387299 ; 0.471730041764 ; -0.110059413567 ; 0.689926093217 ; -0.303104594881 ; 0.262252598229 ; 0.158175254628 ; 0.804585854914 ; 0.144802766641 ; 0.00186305666185 ; 0.600651989266 ; 0.307541436371 ; 0.655169744046 |]	[| 213 ; 19.4137339823 ; 7.38033760734 ; 19.2102353377 ; 12.650620987 ; 7.49722573573 ; 20.0352355321 ; 8.69852853283 ; 3.29485736351 ; 3.52368897439 ; 3.01358695126 ; 4.79626608418 ; 3.37690197376 ; 3.70277048272 ; 4.25244324477 |]	3.99903747736,4.05123243188,4.19397292481,0.,1.12700658081,1.94425015443,1.15612510113,1.17782442012,3.06458095969,3.0431846508,5.3986765082,5.4576806837	0.551547223575,1.71091456342,1.15648988233,0.,2.04780530848,0.165007896709,1.42872415962,1.34765715928,5.42598308591,2.89760796389,5.35871242902,5.35871242902	job_3500625.out
false	false	25200000	0.591202	0.697534	[| 0.0256996872711 ; 0.820959943075 ; 0.507698980902 ; -0.577286999903 ; 0.214456231329 ; 0.574569854702 ; -0.588370561073 ; 0.576055860196 ; -0.416249604494 ; -0.890180387299 ; 0.690465096471 ; -0.110059413567 ; 0.479558897072 ; -0.78117944493 ; 0.262252598229 ; 0.130950163513 ; 0.663903091326 ; 0.148570383098 ; 0.00186305666185 ; 0.871800741097 ; 0.377849742431 ; 0.655169744046 |]	[| 213 ; 17.1465837811 ; 8.39916220858 ; 17.5071788391 ; 13.099057347 ; 8.75320106253 ; 18.1776848323 ; 10.0248074563 ; 4.69075046838 ; 4.29442838837 ; 4.5859617289 ; 4.82682985899 ; 3.96078265517 ; 4.71134061538 ; 4.24532178514 |]	4.70446679889,3.45432727233,3.66879579645,1.12700658081,0.,2.45229696152,1.65468551075,1.57126675898,3.18564150346,2.88975432249,5.35524460281,5.32257369318	1.91761682597,0.372824558449,2.57432063709,2.04780530848,0.,1.95947139207,3.04113670818,2.96006970784,3.52406373077,2.86009125307,3.31446785036,3.31446785036	job_3500625.out
false	false	25200000	0.592255	0.693750	[| 0.0256996872711 ; 0.809496513293 ; 0.507698980902 ; -0.548443770811 ; 0.689251877475 ; 0.574569854702 ; -0.97651270456 ; 0.562059559784 ; -0.759653858784 ; -0.0585910328091 ; -0.448483071663 ; 0.217203385902 ; 0.547529796378 ; -0.584095747698 ; 0.262252598229 ; 0.134465015116 ; 0.811091360159 ; 0.148570383098 ; 0.00186305666185 ; 0.600651989266 ; 0.490813155872 ; 0.655169744046 |]	[| 213 ; 19.4137339823 ; 7.38033760734 ; 19.2102353377 ; 13.0288785334 ; 7.49722573573 ; 20.0352355321 ; 8.69852853283 ; 3.1415094029 ; 3.71740215961 ; 3.21848380757 ; 4.79626608418 ; 3.37690197376 ; 3.70277048272 ; 4.25244324477 |]	4.14581609972,3.34919454686,3.10046192629,1.94425015443,2.45229696152,0.,1.77016411784,1.56847666617,3.62038303455,3.08956782444,4.75786501256,5.49361886434	0.639881139979,1.62258064702,1.14796720613,0.165007896709,1.95947139207,0.,1.42020148341,1.33913448307,5.33764916951,2.73260006718,5.27037851261,5.27037851261	job_3500625.out
false	false	25200000	0.592906	0.691193	[| 0.0210344683475 ; 0.738862429961 ; 0.242346898102 ; -0.535973676481 ; 0.526140743988 ; 0.574569854702 ; -0.989007603386 ; 0.576055860196 ; -0.416249604494 ; -0.890180387299 ; 0.00249992986132 ; 0.0200883815381 ; 0.749551061547 ; -0.696840535226 ; 0.262252598229 ; 0.158175254628 ; 0.696638907344 ; 0.137551502922 ; 0.00186305666185 ; 0.600651989266 ; 0.316949604219 ; 0.724348346865 |]	[| 213 ; 19.4137339823 ; 7.10451524079 ; 19.3272248348 ; 12.650620987 ; 7.40581737186 ; 19.6850741616 ; 7.90356250007 ; 2.02431261313 ; 4.85659525288 ; 2.31626433061 ; 4.79626608418 ; 2.8000538792 ; 2.56725767153 ; 4.48867743348 |]	4.90783675103,3.75035534104,3.79343658057,1.15612510113,1.65468551075,1.77016411784,0.,0.240234646431,3.22854716177,2.76323385571,5.13625117681,5.03976674916	1.57389345944,2.68262843048,0.885746319379,1.42872415962,3.04113670818,1.42020148341,0.,0.0892289314799,6.04079573709,2.30897115568,5.95829051156,5.95829051156	job_3500625.out
false	false	25200000	0.593788	0.688995	[| 0.0210344683475 ; 0.809496513293 ; 0.242346898102 ; -0.535973676481 ; 0.526140743988 ; 0.574569854702 ; -0.989007603386 ; 0.576055860196 ; -0.416249604494 ; -0.890180387299 ; 0.00249992986132 ; -0.0184588132257 ; 0.749551061547 ; -0.672623096653 ; 0.262252598229 ; 0.158175254628 ; 0.696638907344 ; 0.148570383098 ; 0.00186305666185 ; 0.600651989266 ; 0.444148970474 ; 0.724348346865 |]	[| 213 ; 19.4137339823 ; 7.10451524079 ; 19.3272248348 ; 12.650620987 ; 7.40581737186 ; 19.6850741616 ; 7.90356250007 ; 2.02431261313 ; 4.85659525288 ; 2.31626433061 ; 4.79626608418 ; 3.14064574284 ; 2.56725767153 ; 4.50500129576 |]	4.68963986495,3.53215845496,3.58329834755,1.17782442012,1.57126675898,1.56847666617,0.240234646431,0.,3.2647490082,2.79943570214,5.10004933038,4.96501770796	1.4928264591,2.60156143014,0.966813319719,1.34765715928,2.96006970784,1.33913448307,0.0892289314799,0.,5.95156680561,2.2197422242,5.86906158008,5.86906158008	job_3500625.out
false	false	25200000	0.594836	0.686520	[| 0.0281730504945 ; 0.915843073482 ; 0.162800324278 ; -0.547681670494 ; 0.291242986867 ; 0.465944591889 ; -0.672842639483 ; 0.624229445459 ; -0.768644214158 ; -0.749733629374 ; -0.261627499659 ; -0.734144577207 ; -0.463637689067 ; 0.0344304727531 ; 0.254782949408 ; 0.210889336557 ; 0.697851431164 ; 0.00782420526439 ; 0.000463484041671 ; 0.812050901629 ; 0.166311255146 ; 0.361869622743 |]	[| 230 ; 14.1966122342 ; 14.8132823352 ; 14.6611788046 ; 14.680411384 ; 15.0744545322 ; 14.6519726254 ; 14.5250283551 ; 4.4424265668 ; 4.81523169671 ; 4.73833838612 ; 4.86155032282 ; 4.70879033761 ; 4.67501406993 ; 4.56140891493 |]	3.82937836777,2.51497644227,3.15926551078,3.06458095969,3.18564150346,3.62038303455,3.22854716177,3.2647490082,0.,0.601614355559,5.32657738333,5.85458316383	5.28081378609,3.86440873574,5.77449006353,5.42598308591,3.52406373077,5.33764916951,6.04079573709,5.95156680561,0.,4.92414677098,1.27928250541,1.27928250541	job_3500625.out
false	false	25200000	0.596185	0.684665	[| 0.0281730504945 ; 0.915843073482 ; 0.162800324278 ; -0.547681670494 ; 0.593329749832 ; 0.465944591889 ; -0.672842639483 ; 0.575317914355 ; -0.768644214158 ; -0.749733629374 ; -0.261627499659 ; -0.730202916872 ; -0.463637689067 ; -0.562130003133 ; 0.254782949408 ; 0.210889336557 ; 0.662451858437 ; 0.00782420526439 ; 0.000463484041671 ; 0.812050901629 ; 0.256775822831 ; 0.361869622743 |]	[| 213 ; 16.9475837041 ; 8.5068626397 ; 20.6083250466 ; 13.4020197212 ; 8.08726494771 ; 13.9779670491 ; 8.6051988881 ; 1.4384699345 ; 4.75598187054 ; 4.03276109843 ; 4.95297592771 ; 4.60225181828 ; 1.6678741632 ; 4.7515500223 |]	4.08409418467,1.96227361782,2.60656268632,3.0431846508,2.88975432249,3.08956782444,2.76323385571,2.79943570214,0.601614355559,0.,5.10916282734,5.62585471669	2.94369210378,2.55141287128,2.194371222,2.89760796389,2.86009125307,2.73260006718,2.30897115568,2.2197422242,4.92414677098,0.,4.91961284982,4.91961284982	job_3500625.out
false	false	25200000	0.649164	0.682946	[| 0.440221796891 ; 0.736198149124 ; -0.376656914297 ; -0.595133380867 ; -0.268167055939 ; 0.7448580431 ; 0.231973224802 ; 0.586631805499 ; -0.609416076946 ; -0.282725282721 ; -0.138769647813 ; 0.353298593832 ; -0.401495748427 ; -0.994396177856 ; 0.00276909407695 ; 0.140075028664 ; 0.874728213732 ; 0.491156022689 ; 3.4621348918e-06 ; 0.167104581645 ; 0.558402530199 ; 0.295096312932 |]	[| 123 ; 14.0012754736 ; 14.2504682462 ; 15.1413492135 ; 14.120060431 ; 14.6910749972 ; 15.0911297756 ; 14.5250283551 ; 4.72522434082 ; 4.84570083398 ; 4.73833838612 ; 4.86155032282 ; 4.70879033761 ; 4.72996035263 ; 4.56140891493 |]	5.89195054087,5.16412673789,5.12644893632,5.3986765082,5.35524460281,4.75786501256,5.13625117681,5.10004933038,5.32657738333,5.10916282734,0.,3.30265682145	5.21354312919,3.67297612806,5.70721940663,5.35871242902,3.31446785036,5.27037851261,5.95829051156,5.86906158008,1.27928250541,4.91961284982,0.,0.	job_3500625.out
false	false	25200000	0.651823	0.682101	[| 0.439286104416 ; 0.736198149124 ; -0.076082805587 ; -0.841632779633 ; -0.749639755741 ; 0.632017541615 ; -0.607774216639 ; 0.228752304384 ; -0.389650848481 ; -0.494813057499 ; -0.229752180231 ; -0.242645121057 ; -0.246561207399 ; -0.936540359811 ; 0.00236242602211 ; 0.46394618877 ; 0.730946258605 ; 0.817177637579 ; 7.77142152747e-06 ; 0.167104581645 ; 0.602903632955 ; 0.922939001217 |]	[| 123 ; 14.0012754736 ; 14.2504682462 ; 15.1413492135 ; 14.120060431 ; 14.6910749972 ; 15.0911297756 ; 14.5250283551 ; 4.72522434082 ; 4.84570083398 ; 4.73833838612 ; 4.86155032282 ; 4.70879033761 ; 4.72996035263 ; 4.56140891493 |]	6.306510397,5.64206187492,5.75181295441,5.4576806837,5.32257369318,5.49361886434,5.03976674916,4.96501770796,5.85458316383,5.62585471669,3.30265682145,0.	5.21354312919,3.67297612806,5.70721940663,5.35871242902,3.31446785036,5.27037851261,5.95829051156,5.86906158008,1.27928250541,4.91961284982,0.,0.	job_3500625.out
true	false	25200000	0.587535	0.646676	[| 0.146501122698 ; 0.00162064133106 ; 0.408644813945 ; 0.935729219636 ; 0.511429874164 ; 0.62683417805 ; 0.0998006787477 ; 0.571395678617 ; -0.403564372763 ; 0.663067708575 ; 0.402746521215 ; 0.237192907147 ; -0.390307871047 ; 0.0364437888647 ; 0.0331070770481 ; 0.000150746448007 ; 0.0432294551345 ; 0.017645378781 ; 0.312001695456 ; 0.081347587466 ; 0.349839525944 ; 0.80641102421 |]	[| 114 ; 14.0012754736 ; 14.2504682462 ; 15.1413492135 ; 14.120060431 ; 14.6910749972 ; 15.0911297756 ; 14.5250283551 ; 4.72522434082 ; 4.84570083398 ; 4.73833838612 ; 4.92728993693 ; 4.70879033761 ; 4.72996035263 ; 4.34012829604 |]	7.33468737143,7.61011062295,7.62657433888,6.27499328034,6.60279460479,6.51573572313,6.39502577341,6.54526313781,7.01209169273,7.08893768872,6.72744688877,7.76620600447	5.174657878,3.63409087686,5.77897446488,5.31982717782,3.27558259916,5.23149326142,5.99367982908,5.91261282874,1.35103756366,4.95849810102,1.07175505825,1.07175505825	job_3500625.out
false	true	25200000	0.593047	0.721972	[| 0.0772184062904 ; 0.532685991792 ; 0.393157686158 ; -0.925058083432 ; 0.029335725859 ; 0.64395444939 ; -0.625429028674 ; 0.469914938023 ; 0.0001135860459 ; -7.7590721768e-05 ; 0.000200652828838 ; 0.288993820678 ; -0.590184347381 ; -0.607725663937 ; 0.421062955778 ; 0.149090044316 ; 0.759769255363 ; 0.133283614858 ; 4.05302696186e-05 ; 1.36893406977e-06 ; 0.906241477165 ; 0.64893695308 |]	[| 213 ; 20.1368404752 ; 7.20451471529 ; 20.8715627995 ; 12.5524926233 ; 7.92634578689 ; 20.2178358651 ; 7.15682370941 ; 1.6044955214 ; 3.75210586494 ; 1.5695304528 ; 4.84180665768 ; 2.39008126954 ; 1.67083487068 ; 4.87648323932 |]	4.56054871376,4.83234641397,4.21767572122,4.1826286362,4.28564104451,3.67439963804,4.05599323762,4.01761171297,5.09786010661,4.86913165948,4.40701383001,4.71679198433	2.25166307282,3.60433267816,1.54013067744,2.106493773,3.96350588434,2.09797109679,1.30738133719,1.38844833753,7.17971242735,2.48205811691,7.11244177046,7.11244177046	job_3500625.out
false	false	30240000	0.576280	0.701379	[| 0.0508869539849 ; 0.980614080169 ; 0.274303004061 ; -0.643173194353 ; 0.636224654102 ; 0.61732501827 ; -0.445884702247 ; 0.600448455224 ; -0.71522855009 ; -0.565271299225 ; -0.808473747562 ; -0.0104001601691 ; -0.0964215208699 ; -0.892655925077 ; 0.300954733313 ; 0.265375594226 ; 0.647430506823 ; 0.24011505729 ; 0.000571288823836 ; 0.835936725505 ; 0.967116864624 ; 0.598273543113 |]	[| 213 ; 17.1465837811 ; 8.21681551264 ; 17.5071788391 ; 13.099057347 ; 7.35855738489 ; 19.2910856698 ; 8.5472058043 ; 4.69075046838 ; 4.29442838837 ; 4.56330661734 ; 4.89515290376 ; 3.96078265517 ; 2.15332368948 ; 4.24532178514 |]	0.,0.680576150401,0.300394169102,2.15697963193,1.65485613103,2.03290621798,3.3959236106,2.47130041715,2.72624832427,2.88283952522,3.77351592956,3.55244775989,3.93933763453,3.46119494902,3.6000624941,4.76577593961,5.5190591329,4.69079437148,5.96398354788,5.21514313353,5.80532314112,4.19745715069,5.39866906637,5.48796539095	0.,0.,0.,0.,0.,1.97044059024,2.85150481593,2.82986957201,1.39171294483,1.35868400606,1.6422171775,1.6422171775,2.20343786497,1.97044059024,2.51877802461,4.25707016493,4.25707016493,4.25707016493,4.32662850541,4.48043189415,4.48043189415,4.48043189415,4.39992005,4.39992005	job_3500625.out
false	false	30240000	0.578492	0.701050	[| 0.0508869539849 ; 0.980614080169 ; 0.274303004061 ; -0.643173194353 ; 0.636224654102 ; 0.61732501827 ; -0.445884702247 ; 0.838967908818 ; -0.71522855009 ; -0.565271299225 ; -0.808473747562 ; 0.874902715639 ; -0.0964215208699 ; -0.892655925077 ; 0.300954733313 ; 0.281825551472 ; 0.627633924713 ; 0.322533503634 ; 0.000571288823836 ; 0.835936725505 ; 0.967116864624 ; 0.598273543113 |]	[| 213 ; 17.1465837811 ; 8.21681551264 ; 17.5071788391 ; 13.099057347 ; 7.35855738489 ; 19.2910856698 ; 8.5472058043 ; 4.69075046838 ; 4.29442838837 ; 4.56330661734 ; 4.89515290376 ; 3.96078265517 ; 2.15332368948 ; 4.24532178514 |]	0.680576150401,0.,0.538020809,2.55944316452,2.02441974913,2.40246983607,4.076499761,3.15187656755,3.40682447467,3.5238225114,4.45409207996,4.23302391029,4.61991378493,4.14177109942,4.28063864451,4.85923514266,5.9623053119,4.80324171098,5.86295122453,5.65838931253,5.96793210905,4.41825776752,5.84191524538,5.4418958667	0.,0.,0.,0.,0.,1.97044059024,2.85150481593,2.82986957201,1.39171294483,1.35868400606,1.6422171775,1.6422171775,2.20343786497,1.97044059024,2.51877802461,4.25707016493,4.25707016493,4.25707016493,4.32662850541,4.48043189415,4.48043189415,4.48043189415,4.39992005,4.39992005	job_3500625.out
false	false	30240000	0.578492	0.701050	[| 0.0508869539849 ; 0.980614080169 ; 0.274303004061 ; -0.643173194353 ; 0.636224654102 ; 0.61732501827 ; -0.445884702247 ; 0.838967908818 ; -0.71522855009 ; -0.565271299225 ; -0.808473747562 ; -0.0104001601691 ; -0.0964215208699 ; -0.892655925077 ; 0.300954733313 ; 0.186456180376 ; 0.627633924713 ; 0.322533503634 ; 0.000571288823836 ; 0.835936725505 ; 0.967116864624 ; 0.598273543113 |]	[| 213 ; 17.1465837811 ; 8.21681551264 ; 17.5071788391 ; 13.099057347 ; 7.35855738489 ; 19.2910856698 ; 8.5472058043 ; 4.69075046838 ; 4.29442838837 ; 4.56330661734 ; 4.89515290376 ; 3.96078265517 ; 2.15332368948 ; 4.24532178514 |]	0.300394169102,0.538020809,0.,2.15953134493,1.67713768232,2.05518776927,3.538478952,2.61385575855,2.86880366567,2.9858017024,3.91607127096,3.69500310129,4.08189297593,3.60375029042,3.74261783551,4.74157187835,5.61502324509,4.62891965598,5.87936791172,5.31110724572,5.78304158983,4.14499460974,5.49463317857,5.39199780482	0.,0.,0.,0.,0.,1.97044059024,2.85150481593,2.82986957201,1.39171294483,1.35868400606,1.6422171775,1.6422171775,2.20343786497,1.97044059024,2.51877802461,4.25707016493,4.25707016493,4.25707016493,4.32662850541,4.48043189415,4.48043189415,4.48043189415,4.39992005,4.39992005	job_3500625.out
